channel,wp,vbias,gen,seed,train,nps,filter,BI_analytic,BI_mc,sigma_BI,rp,sigma_rp,nsim,ratio
83,25,26.0,fit,1234,sim,clean,wiener,6.054676481814599e-05,6.242080725264384e-05,5.504566601646257e-07,0.76496,0.0020726956138429906,50000,1.0309519829858225
83,27,30.0,fit,1234,sim,clean,wiener,5.9586874684666014e-05,6.141693279972097e-05,5.442246304486415e-07,0.76874,0.00204922946002482,50000,1.030712436668975
91,3,1.0,fit,1234,sim,clean,wiener,0.00014137252799749413,0.00014657629313682432,8.03061297665778e-07,0.44808,0.0030238559177776397,50000,1.0368088850998154
83,29,40.0,fit,1234,sim,clean,wiener,5.604280377374889e-05,5.791133947205377e-05,5.317239721051317e-07,0.78194,0.0020021593424410056,50000,1.033341224429962
91,1,0.6,fit,1234,sim,clean,wiener,0.00011298477169039307,0.00012308350633641216,7.880034758263066e-07,0.53654,0.0029671570284021025,50000,1.0893813785249944
91,7,1.8,fit,1234,sim,clean,wiener,0.00014269008214551002,0.00014674626129816573,8.059892514522432e-07,0.44744,0.0030348808674420264,50000,1.0284264967239936
91,5,1.4,fit,1234,sim,clean,wiener,0.00014501691056754065,0.00014940201381912575,8.147250921731528e-07,0.43744,0.0030677748989903866,50000,1.0302385648296015
91,9,2.0,fit,1234,sim,clean,wiener,0.00014051029412140472,0.00014438264155451137,8.11804760437275e-07,0.45634,0.003056778649479825,50000,1.0275591724956525
91,11,3.0,fit,1234,sim,clean,wiener,0.00013492332886290922,0.00013844437891764478,7.949728822605352e-07,0.4787,0.002993399708694125,50000,1.0260966734545454
91,17,6.0,fit,1234,sim,clean,wiener,0.00013857174796018916,0.00014284761659739647,7.965040130447659e-07,0.46212,0.002999165045532353,50000,1.0308567128592168
91,13,4.0,fit,1234,sim,clean,wiener,0.00013478508967730451,0.00013847093644285438,7.935305728439048e-07,0.4786,0.002987968820818665,50000,1.0273461016672862
91,15,5.0,fit,1234,sim,clean,wiener,0.00013570646263474272,0.00013997409236971774,7.99245421341845e-07,0.47294,0.0030094875747418443,50000,1.031447505535985
91,19,8.0,fit,1234,sim,clean,wiener,0.00014077711648629115,0.00014699059053009406,8.078265945211472e-07,0.44652,0.003041799219413466,50000,1.0441369606004678
91,21,10.0,fit,1234,sim,clean,wiener,0.0001446868017874421,0.00015211088139050494,8.081329975944038e-07,0.42724,0.0030429529529441258,50000,1.0513113809369392
91,27,30.0,fit,1234,sim,clean,wiener,0.00015564013213374865,0.00017112075793553663,8.429697113237125e-07,0.35566,0.0031741275012289035,50000,1.0994642293703836
91,25,26.0,fit,1234,sim,clean,wiener,0.00015203317054558345,0.0001649487890768256,8.406850981222907e-07,0.3789,0.0031655249933393655,50000,1.0849526355656032
91,23,20.0,fit,1234,sim,clean,wiener,0.00014673642368040945,0.0001575179935231795,8.328674334284959e-07,0.40688,0.0031360882719879014,50000,1.0734757572274776
91,29,40.0,fit,1234,sim,clean,wiener,0.00014880488270046596,0.00016499128111716093,8.4781107946728e-07,0.37874,0.0031923572425370935,50000,1.108775989893269
