# Load-curve quantities extracted from the Excel (run 205, 25 mK), one row per (channel, bias). Units: V in V, I in A, R in Ohm.
channel,bias_V,V_bol_V,I_bol_A,R_bol_Ohm,R_load_Ohm
38,30.000,0.00804201,1.44972e-08,554727,2.069e+09
38,40.000,0.00809442,1.93263e-08,418828,2.069e+09
38,50.000,0.00814731,2.41604e-08,337218,2.069e+09
39,0.600,0.0020311,2.88839e-10,7.03193e+06,2.069e+09
39,1.000,0.00306868,4.84819e-10,6.32954e+06,2.069e+09
39,1.400,0.00382657,6.78673e-10,5.63831e+06,2.069e+09
39,1.800,0.00436794,8.67966e-10,5.03238e+06,2.069e+09
39,2.000,0.00459923,9.66791e-10,4.75721e+06,2.069e+09
39,3.000,0.00533852,1.44783e-09,3.68725e+06,2.069e+09
39,4.000,0.00576088,1.93599e-09,2.97567e+06,2.069e+09
39,5.000,0.00600813,2.41736e-09,2.48541e+06,2.069e+09
39,6.000,0.00616739,2.89915e-09,2.12731e+06,2.069e+09
39,8.000,0.00634668,3.86242e-09,1.64319e+06,2.069e+09
39,10.000,0.00643113,4.83293e-09,1.33069e+06,2.069e+09
39,20.000,0.00646964,9.66598e-09,669321,2.069e+09
39,26.000,0.00642527,1.25644e-08,511387,2.069e+09
39,30.000,0.00639321,1.45019e-08,440854,2.069e+09
39,40.000,0.00631577,1.93293e-08,326745,2.069e+09
39,50.000,0.0062469,2.41632e-08,258530,2.069e+09
40,0.600,0.0347804,2.75983e-10,1.26024e+08,2.069e+09
40,1.000,0.0339638,4.71859e-10,7.19786e+07,2.069e+09
40,1.400,0.0325119,6.6199e-10,4.91123e+07,2.069e+09
40,1.800,0.0313326,8.54508e-10,3.66674e+07,2.069e+09
40,2.000,0.03084,9.53543e-10,3.23425e+07,2.069e+09
40,3.000,0.0284618,1.43976e-09,1.97684e+07,2.069e+09
40,4.000,0.027028,1.92304e-09,1.40548e+07,2.069e+09
40,5.000,0.0265512,2.4033e-09,1.10478e+07,2.069e+09
40,6.000,0.0263896,2.88935e-09,9.13338e+06,2.069e+09
40,8.000,0.0261179,3.85625e-09,6.77288e+06,2.069e+09
40,10.000,0.0258891,4.82135e-09,5.36968e+06,2.069e+09
40,20.000,0.0251077,9.65781e-09,2.59973e+06,2.069e+09
40,26.000,0.0248357,1.25568e-08,1.97787e+06,2.069e+09
40,30.000,0.0246956,1.44892e-08,1.70441e+06,2.069e+09
40,40.000,0.0244299,1.93199e-08,1.2645e+06,2.069e+09
40,50.000,0.0242371,2.41558e-08,1.00337e+06,2.069e+09
41,0.600,0.00618412,2.85609e-10,2.16524e+07,2.069e+09
41,1.000,0.00691305,4.79665e-10,1.44122e+07,2.069e+09
41,1.400,0.00733459,6.74304e-10,1.08773e+07,2.069e+09
41,1.800,0.00761368,8.68872e-10,8.76272e+06,2.069e+09
41,2.000,0.00773827,9.67952e-10,7.99448e+06,2.069e+09
41,3.000,0.00815701,1.44855e-09,5.63117e+06,2.069e+09
41,4.000,0.00843335,1.92823e-09,4.37361e+06,2.069e+09
41,5.000,0.00861516,2.41439e-09,3.56826e+06,2.069e+09
41,6.000,0.00878566,2.89531e-09,3.03444e+06,2.069e+09
41,8.000,0.00898585,3.86253e-09,2.32642e+06,2.069e+09
41,10.000,0.00910885,4.82865e-09,1.88642e+06,2.069e+09
41,20.000,0.00933527,9.66615e-09,965770,2.069e+09
41,26.000,0.00938657,1.25657e-08,747000,2.069e+09
41,30.000,0.00941096,1.44938e-08,649308,2.069e+09
41,40.000,0.00946165,1.93265e-08,489568,2.069e+09
41,50.000,0.00950777,2.41596e-08,393540,2.069e+09
42,0.600,0.00939624,2.88363e-10,3.25847e+07,2.069e+09
42,1.000,0.00934577,4.78339e-10,1.95379e+07,2.069e+09
42,1.400,0.00918198,6.75316e-10,1.35966e+07,2.069e+09
42,1.800,0.00903533,8.69306e-10,1.03937e+07,2.069e+09
42,2.000,0.00897052,9.65365e-10,9.29237e+06,2.069e+09
42,3.000,0.00873426,1.44765e-09,6.03339e+06,2.069e+09
42,4.000,0.00857445,1.92953e-09,4.44379e+06,2.069e+09
42,5.000,0.00845948,2.41323e-09,3.50546e+06,2.069e+09
42,6.000,0.00836915,2.89506e-09,2.89084e+06,2.069e+09
42,8.000,0.00823712,3.86508e-09,2.13117e+06,2.069e+09
42,10.000,0.00814676,4.82872e-09,1.68715e+06,2.069e+09
42,20.000,0.00794558,9.66224e-09,822333,2.069e+09
42,26.000,0.00790407,1.25606e-08,629276,2.069e+09
42,30.000,0.00788923,1.4493e-08,544347,2.069e+09
42,40.000,0.007875,1.9328e-08,407441,2.069e+09
42,50.000,0.00787808,2.41605e-08,326073,2.069e+09
43,0.600,0.00213085,2.91624e-10,7.30686e+06,2.069e+09
43,1.000,0.00312088,4.8129e-10,6.4844e+06,2.069e+09
43,1.400,0.00384124,6.76809e-10,5.67551e+06,2.069e+09
43,1.800,0.00433791,8.66376e-10,5.00696e+06,2.069e+09
43,2.000,0.00454363,9.64406e-10,4.71132e+06,2.069e+09
43,3.000,0.0051986,1.44722e-09,3.59212e+06,2.069e+09
43,4.000,0.00555275,1.93291e-09,2.87274e+06,2.069e+09
43,5.000,0.00576376,2.41635e-09,2.38531e+06,2.069e+09
43,6.000,0.00588805,2.89788e-09,2.03185e+06,2.069e+09
43,8.000,0.00603129,3.86641e-09,1.55992e+06,2.069e+09
43,10.000,0.0060997,4.83142e-09,1.26251e+06,2.069e+09
43,20.000,0.00613324,9.66231e-09,634759,2.069e+09
43,26.000,0.00610107,1.25664e-08,485508,2.069e+09
43,30.000,0.00607832,1.44986e-08,419235,2.069e+09
43,40.000,0.0060236,1.93279e-08,311653,2.069e+09
43,50.000,0.00597734,2.41615e-08,247391,2.069e+09
