channel,wp,vbias,signal_amp,sigma_analytic,SNR,beta_Hz,rho_t,template,BI,J_final
83,27,30.0,0.000813756,1.3003759704588447e-05,62.57851791381836,1305.4284122854751,81691.77528341407,sim,5.826023043561572e-05,0.21937371790409088
71,19,8.0,0.0033632650000000003,8.433705079369247e-05,39.87885284423828,2066.3812296702463,82404.9129781159,sim,5.976435524678671e-05,0.2250373661518097
71,21,10.0,0.0030173459999999997,8.167781197698787e-05,36.94205093383789,2285.3532112079847,84425.63473025535,sim,5.681372111463192e-05,0.2139270156621933
71,15,5.0,0.004079936,0.00010859379108296707,37.570621490478516,1907.4477778231242,71663.99847344696,sim,6.766353828167984e-05,0.254781037569046
71,17,6.0,0.003818313,9.832002979237586e-05,38.83555221557617,1960.3797567651366,76132.43040621097,sim,6.371982743037918e-05,0.23993134498596191
71,27,30.0,0.001507635,3.455082332948223e-05,43.635284423828125,2596.2808223333404,113289.45212664569,sim,4.594240350399674e-05,0.1729920357465744
71,29,40.0,0.0012151240000000002,2.835673512890935e-05,42.851341247558594,2699.139127105323,115661.73181022763,sim,4.4576506006291536e-05,0.1678488701581955
71,23,20.0,0.002002852,4.814567364519462e-05,41.59983444213867,2498.583301413798,103940.65167870626,sim,4.939380049849078e-05,0.18598796427249908
71,25,26.0,0.001679975,4.03556514356751e-05,41.62923812866211,2619.1664165081343,109033.90245141172,sim,4.717153396132352e-05,0.17762021720409393
91,23,20.0,0.0005004920000000001,3.2514974009245634e-05,15.392662048339844,1151.3274265880527,17721.993984454697,sim,0.00014900002900530222,0.5610463619232178
91,25,26.0,0.00040550199999999997,3.1737487006466836e-05,12.776752471923828,1277.4826489725292,16322.079593099563,sim,0.00015384360841307418,0.5792844295501709
83,5,1.4,0.003395297,5.708326352760196e-05,59.47972869873047,657.6368699132686,39116.06260472352,sim,0.0001076682775008126,0.4054153263568878
83,7,1.8,0.0032488990000000004,5.065843288321048e-05,64.13343048095703,680.1641627126198,43621.26104496815,sim,9.984156991665703e-05,0.3759445548057556
91,27,30.0,0.00035906,2.9814465960953385e-05,12.043148040771484,1295.25984711598,15599.006090084786,sim,0.00015559888040837526,0.5858937501907349
91,29,40.0,0.000280232,2.5866484065772966e-05,10.83378791809082,1479.8967677626301,16032.887722608439,sim,0.0001519813921903661,0.5722724199295044
91,1,0.6,0.002080556,7.301587174879387e-05,28.494571685791016,612.4201240017102,17450.649125187752,sim,0.00016616891479221386,0.6256942749023438
83,29,40.0,0.000670369,1.147188595496118e-05,58.435813903808594,1389.1220064314214,81174.47505751175,sim,5.630812629175152e-05,0.21202324330806732
91,5,1.4,0.001870085,5.715181032428518e-05,32.72135925292969,631.9731000191398,20679.01884391394,sim,0.00014613159360566189,0.5502455234527588
91,3,1.0,0.001998614,6.210556603036821e-05,32.18091583251953,617.7776944076815,19880.651986941568,sim,0.00015094191519493443,0.5683583617210388
91,7,1.8,0.001754325,5.122290531289764e-05,34.248836517333984,617.1145678587076,21135.455947058086,sim,0.0001436649430461703,0.5409575700759888
91,9,2.0,0.00169956,5.22737464052625e-05,32.51268768310547,653.0032020508747,21230.889164347907,sim,0.00014291892949536543,0.5381485223770142
91,11,3.0,0.0014831010000000001,5.219714148552157e-05,28.4134521484375,753.3371958886327,21404.91036701975,sim,0.00014161481460860895,0.5332379937171936
91,13,4.0,0.001322959,5.021924152970314e-05,26.343666076660156,817.8920514819537,21546.275090995125,sim,0.00014173214300019284,0.5336797833442688
91,21,10.0,0.000809598,4.511109000304714e-05,17.946762084960938,1053.8879047732637,18913.87549118373,sim,0.00014790392982197314,0.5569190979003906
91,15,5.0,0.001194072,4.802725015906617e-05,24.862384796142578,861.377299475163,21415.893874213645,sim,0.00014206997658534982,0.5349518656730652
91,17,6.0,0.001091107,4.567604628391564e-05,23.887948989868164,885.2820281881934,21147.571931006594,sim,0.0001435865236112126,0.5406622886657715
91,19,8.0,0.000927844,4.741638258565217e-05,19.56800651550293,996.1053844893105,19491.796653814377,sim,0.00014639156178901082,0.551224410533905
